	A_Ctr_mean	A_Tr1_mean	A_Tr2_mean	B_Ctr_mean	B_Tr1_mean	B_Tr2_mean	A_Ctr_sem	A_Tr1_sem	A_Tr2_sem	B_Ctr_sem	B_Tr1_sem	B_Tr2_sem
27.0	0.22347772424039275	0.032451975137501	0.3376107083540977	0.08341069362921147	-0.2215190199825386	0.05805089983352114						
27.5	0.238044546968758	0.027612364086903637	0.35673097799940257	0.0896814555084237	-0.23052852477270735	0.06169981633172768						
28.0	0.25477724342474184	0.034012228742097445	0.38059413311389095	0.09991293377518104	-0.22532155390980294	0.07420748689773135						
28.5	0.2711840343378318	0.038478978716872364	0.4025601706253809	0.1126906650448959	-0.22805685329037814	0.08224575220169845						
29.0	0.28814988031207206	0.04051904485573009	0.42442160974830806	0.12298596903499281	-0.22986704675718916	0.08968457239623658						
29.5	0.29937834256144785	0.04378600835789033	0.4433731176655103	0.1280266922821548	-0.23261759734123205	0.10088610634643837						
30.0	0.32178409435578015	0.05613688243785395	0.4677755945503068	0.1448018998834316	-0.22490520220346785	0.1168613731342136						
30.5	0.3396146617056559	0.06121376011017245	0.49150535334437806	0.1523941079014613	-0.22508868087841832	0.12936387186692636						
31.0	0.36358663282268244	0.07492126856556929	0.5144597272618927	0.16754940460654869	-0.2162527274530593	0.14602800070701671						
31.5	0.38430264659295815	0.090216070077017	0.5404657235771968	0.18204307170069087	-0.20578558836546504	0.1646773263938836						
32.0	0.40484171009267467	0.10443125845217116	0.562957856666883	0.19739100172322785	-0.19881669315234213	0.18177414698921168						
32.5	0.426335127777313	0.12093281093190475	0.5876871153479987	0.2119470306448257	-0.18302986164801127	0.20169660516216958						
33.0	0.4471543357757695	0.1451521499438458	0.6131721696658831	0.234215116557005	-0.1659923333603654	0.22696171478187635						
33.5	0.4648753943904157	0.16819934384723134	0.6399973197893186	0.25319354505201414	-0.14463508124546615	0.25171179661698495						
34.0	0.48739070374821836	0.19015449188665676	0.6675685170476479	0.2724084150444834	-0.12986928595767958	0.2764562457262268						
34.5	0.5137494039698142	0.22514873299463117	0.6946757387592046	0.30032304760454437	-0.10255278100739085	0.3059744467441543						
35.0	0.5327740591361445	0.2560528524340773	0.7231164451714377	0.3215559812924699	-0.08537050503909648	0.33137363397872677						
35.5	0.5537695771069642	0.2862455775902876	0.7499798746666642	0.3434976629588199	-0.06025084884179443	0.36145959856461035						
36.0	0.5685904521327895	0.3164374363383683	0.7775440145516809	0.36616843970989366	-0.037422369063144896	0.3912910042959861						
36.5	0.5903084268263714	0.3531506087627709	0.804436750880979	0.3899051902124757	-0.008990340781107652	0.42359822699858124						
37.0	0.6178151986169336	0.39464689922415613	0.8359633483991421	0.42525142222822876	0.020407027177202296	0.45708747515006815						
37.5	0.6378569975903247	0.43153105881168374	0.8639875448944601	0.450978405678546	0.046306399052748824	0.48838142979551874						
38.0	0.6633188932288786	0.46603889466578396	0.890794010284211	0.4732370686473299	0.0764177926431076	0.5213517756735734						
38.5	0.6864681618286627	0.5045623699172127	0.9159424317579594	0.5008880162285549	0.10619222437946542	0.5529461299977657						
39.0	0.711422689433147	0.5425527506251777	0.9415558081752032	0.5286420208896747	0.13940235981918161	0.5852110387928422						
39.5	0.7326655786175198	0.573106678456504	0.95676235404615	0.5468347639396028	0.1589435091881588	0.6123249518539619						
40.0	0.7563970520638328	0.6047229392933076	0.9751677289521188	0.573927887652598	0.18783653681732243	0.6408331402446715						
40.5	0.7799959488714222	0.633367178185482	0.9863566953936624	0.5958784192661446	0.2130198644876255	0.6669462192816461						
41.0	0.8022992745476183	0.6614940754052465	0.9931641944650554	0.6160182062975736	0.23750772900090558	0.6929421398109034						
41.5	0.8250866727621314	0.6883747733718041	0.9991154833855962	0.6424503725346299	0.25943784275477033	0.7133837736025199						
42.0	0.8485142584631878	0.7088868897446016	1.0	0.6556439012537291	0.27987826486706263	0.7305242733934249						
42.5	0.8702335118947252	0.7337144712238032	0.9988471089487005	0.6744951221810801	0.30366530763915406	0.7488120821079441						
43.0	0.8927803849601949	0.7538397891443411	0.9965619032924777	0.6898880383898283	0.32579339935635065	0.7641727341770913						
43.5	0.9107609807859882	0.7724968826808687	0.9904269879954296	0.7004260158609458	0.34502843587691273	0.7727421357620597						
44.0	0.9247213737319285	0.784008993270097	0.9806892520065005	0.7092968921866759	0.36218022496950236	0.7796959394646203						
44.5	0.9358402668025968	0.7971316674549631	0.974283589489967	0.7174380071777293	0.37983536831298925	0.7860579684058006						
45.0	0.9472443270877873	0.8076100830342955	0.9641754826212519	0.7230169616019494	0.3942373511701251	0.7892375235823534						
45.5	0.9562496209455067	0.8163636699430643	0.9563831062496947	0.7285013950608482	0.4133682797305864	0.7910847585022596						
46.0	0.9581115343160483	0.8207551156418991	0.9453042015171237	0.728783878735429	0.42633535583418075	0.787963952792556						
46.5	0.9627737621022019	0.827071964676852	0.9376891703341597	0.7343132133348851	0.44306114783973327	0.7873617374824609						
47.0	0.9642530220226392	0.8321858603505496	0.9301060978211448	0.7359609684082216	0.46145148457672913	0.7858214716861885						
47.5	0.9638153768005523	0.8354623078590622	0.9230553428475974	0.7372163956679731	0.4773375403321027	0.7794854281967362						
48.0	0.9621125779189748	0.83548573806943	0.9156445060139239	0.733928049312301	0.4874396950670159	0.7715072569393698						
48.5	0.9600046458351161	0.8380592222305513	0.9086485666147553	0.7322712499743963	0.5022861849189723	0.7647241589351037						
49.0	0.9585984655741939	0.8372053906588451	0.9039624671286338	0.727310210500356	0.5135734616805208	0.7552954786087289						
49.5	0.9523946112613073	0.8325711339988402	0.8950318809219462	0.7196156483565302	0.520273019055866	0.7427822401851882						
50.0	0.947224867031551	0.8302598231101475	0.8893460406819662	0.7149327065996047	0.528625928720977	0.7311967466128451						
50.5	0.9428937328386645	0.8267867647184262	0.8861103321213064	0.7086895162602894	0.538164649008178	0.7212223898757054						
51.0	0.9357035327500087	0.8250674859847501	0.8796638259206755	0.6993668783729002	0.5453696290978213	0.709166637466871						
51.5	0.9314384919064466	0.8214506750615763	0.8763328791261992	0.6928997888673745	0.5546597145222584	0.7004396864409366						
52.0	0.9247300280342978	0.8170303316947262	0.8719545199269028	0.6868376519416746	0.5603616267536125	0.6917804092108096						
52.5	0.9180275269377198	0.8137857924349752	0.869289734809448	0.676510374369878	0.5677236990863973	0.6822771097968146						
53.0	0.9110595362528245	0.8089575768382593	0.8642990164376632	0.6674513538053387	0.5743284403587985	0.6732959511611184						
53.5	0.9022113443729217	0.8048919449108904	0.861220746807293	0.6598487351948422	0.5771957153062129	0.665443923338773						
54.0	0.8980558533714632	0.8013875079030577	0.8583624648625373	0.650819818048341	0.5851592007013167	0.6594160436829714						
54.5	0.8927144328742685	0.7962415032693149	0.8574687457729849	0.6448272351486478	0.5880849771247552	0.6532077833901626						
55.0	0.8861459045456893	0.7928599705279086	0.854313163492763	0.6402027437164585	0.5922562538960408	0.6474178325351708						
55.5	0.8795169480720663	0.7858001829714021	0.8503641038687296	0.6292294007954575	0.5944052229415288	0.6399140225272515						
56.0	0.8741950209723671	0.7809774287924105	0.8486223994766906	0.6262314358555547	0.5984676248818696	0.6359603334461504						
56.5	0.8686250585994628	0.7754249873507639	0.8465663340910248	0.6187891737457063	0.6018428868116397	0.6312560428628246						
57.0	0.8659709504948094	0.771679539854006	0.8443020368114419	0.6147577275605035	0.6045189977358064	0.6272787112005876						
57.5	0.859963033691167	0.7645817501426801	0.8409286527667001	0.6077875871276789	0.6050396789988269	0.6220887619022778						
58.0	0.8603747478872039	0.7620750385899013	0.8414697282385689	0.6069385029795924	0.6091451861872028	0.6209887646679225						
58.5	0.8567692943863099	0.7577902836814787	0.8399114971452851	0.6035602211547635	0.6100409532752157	0.617771127379477						
59.0	0.8536799693740514	0.7533272525956197	0.8384269982886774	0.6006491866122127	0.614324327939581	0.6170357593370632						
59.5	0.8488702645258424	0.7474049851725756	0.8337222562598351	0.5938367839863002	0.6114233480765332	0.6114199902112851						
60.0	0.8480176691471399	0.7465125499980549	0.8338780783934838	0.5940181572282129	0.6155015386186077	0.6120899012423279						
60.5	0.8453036813799601	0.741331061127227	0.8303652872652357	0.5879545014278449	0.6134790306018874	0.6084097368602599						
61.0	0.8445870515234417	0.7396848709691431	0.8303115334340737	0.5862624643834794	0.6137488098850167	0.6084231439845678						
61.5	0.841602461472801	0.7362618763254544	0.8271461885588238	0.5838525254261671	0.6122839404016046	0.6055523340008346						
62.0	0.8396976715084469	0.7318631618117571	0.8247725646045433	0.5804820832663447	0.6113834603374441	0.6045251911346592						
62.5	0.8385493290500462	0.7308013102744171	0.8235198746909324	0.5800121827764856	0.6102484462852363	0.603170714294895						
63.0	0.836634134157036	0.7301002207633145	0.8211908060529076	0.5768291566797176	0.6077491228413268	0.6022107132467056						
63.5	0.8351277466642185	0.7243053169503316	0.8196887773047179	0.5720340908788382	0.6047437198359764	0.5994065078154379						
64.0	0.8332724495092546	0.7233258836339755	0.8180213678135243	0.5720769289321901	0.6043164018421463	0.6005842951632899						
64.5	0.8334145713721557	0.7223275734347414	0.8159605483005888	0.5702440189836245	0.6042034636475644	0.5997513026750438						
65.0	0.8349368553224709	0.7208724648870374	0.8154845295237373	0.5681986341506414	0.603497354938438	0.6004547224016622						
65.5	0.8318981019648712	0.7184351432203836	0.8131055681582071	0.5632680623263249	0.5993217667905648	0.5983928048617234						
66.0	0.8302282080299498	0.714482903234036	0.8101435298742082	0.5609450378811464	0.5948797479326211	0.5951752654067537						
66.5	0.8318066849667962	0.7149154463584981	0.8113642559407936	0.5634375411016809	0.5983524508981122	0.5968284127373793						
67.0	0.8300696530413856	0.7112156673601163	0.808332416547057	0.5611087803227282	0.5938176962371045	0.5946973877496134						
67.5	0.829146869511149	0.7125537711194585	0.8060623162069329	0.5583842389739923	0.5923218741401985	0.5936235188454545						
68.0	0.8296306016898574	0.711218026270796	0.8064871819478321	0.5609526408387002	0.591099261626496	0.5939703372783384						
68.5	0.8274852404695026	0.7101383474254517	0.8039212120481085	0.5550610279932485	0.5871106549105977	0.5906812313525872						
69.0	0.8290955008300392	0.709263198842031	0.804366269074147	0.55775484520572	0.5881042489699151	0.5932156782311556						
69.5	0.8279307518393356	0.709742969074708	0.8029261740489904	0.557930381913087	0.5876341487422406	0.591299879721972						
70.0	0.8253241734363951	0.7066233838276593	0.7993240887011247	0.5519096433045477	0.582694453647625	0.5876275946073356						
70.5	0.8270604641769859	0.7104777885903533	0.8003404676282833	0.5548427508890117	0.5868531291043849	0.5902256208998623						
71.0	0.8235002360919207	0.7050795943005649	0.7966195079478744	0.5527477681564059	0.5835299829919703	0.5870069268682825						
71.5	0.8239583422717472	0.7069917668205989	0.7954419232582391	0.5501300323566162	0.5801080267282809	0.5844224888092524						
72.0	0.8248427660527577	0.7075109038545487	0.7971188254727424	0.5505381948346428	0.5813348191340962	0.5852956750814706						
